cell,type,class,sx,sy,px,py
g216027,NAND2xp33_ASAP7_75t_R,core,216,270,17640,35838
g216028,NOR2xp33_ASAP7_75t_R,core,216,270,33030,13968
g216029,NOR2xp67_ASAP7_75t_L,core,324,270,24444,6138
g216030,AND2x2_ASAP7_75t_SL,core,324,270,26280,10188
g216031,NOR2xp33_ASAP7_75t_R,core,216,270,35784,16128
g216032,NAND2xp33_ASAP7_75t_R,core,216,270,38268,26118
g216033,NAND2xp33_ASAP7_75t_R,core,216,270,8460,14778
g216034,NAND2xp5_ASAP7_75t_L,core,216,270,10836,28278
g216035,NAND2xp33_ASAP7_75t_R,core,216,270,12780,33948
g216036,NAND2xp5_ASAP7_75t_R,core,216,270,37890,22878
g216037,NOR2xp67_ASAP7_75t_SL,core,324,270,27036,6408
g216038,NOR2xp33_ASAP7_75t_R,core,216,270,23472,36378
g216039,NOR2xp33_ASAP7_75t_R,core,216,270,26118,9918
g216040,NAND2xp33_ASAP7_75t_R,core,216,270,9432,29898
g216041,NAND2xp5_ASAP7_75t_R,core,216,270,16668,33138
g216042,NOR2xp33_ASAP7_75t_L,core,216,270,6300,26928
g216043,NOR2xp33_ASAP7_75t_L,core,216,270,11160,12348
g216044,NAND2xp33_ASAP7_75t_R,core,216,270,8136,12078
g216045,NAND2xp5_ASAP7_75t_R,core,216,270,31896,21528
g216046,NOR2xp67_ASAP7_75t_L,core,324,270,34434,21528
g216047,NAND2xp33_ASAP7_75t_R,core,216,270,11646,31518
g216048,OR2x2_ASAP7_75t_L,core,324,270,27576,15048
g216049,NOR2xp33_ASAP7_75t_L,core,216,270,27414,33138
g216050,NAND2xp5_ASAP7_75t_L,core,216,270,16992,9108
g216051,NOR2xp33_ASAP7_75t_L,core,216,270,27360,33948
g216052,NOR2xp67_ASAP7_75t_L,core,324,270,28116,10998
g216053,NOR2xp33_ASAP7_75t_L,core,216,270,19044,7218
g216054,NAND2xp5_ASAP7_75t_R,core,216,270,37998,25848
g216055,NOR2xp33_ASAP7_75t_L,core,216,270,8784,27198
g216056,NOR2xp33_ASAP7_75t_L,core,216,270,25686,34758
g216057,NOR2xp67_ASAP7_75t_SL,core,324,270,16182,8298
g216058,NOR2xp33_ASAP7_75t_L,core,216,270,24606,35028
g216059,NOR2xp33_ASAP7_75t_R,core,216,270,32814,13968
g216060,NOR2x1_ASAP7_75t_R,core,324,270,16992,8838
g216061,NOR2xp33_ASAP7_75t_R,core,216,270,16236,5868
g216062,OR2x2_ASAP7_75t_R,core,324,270,32706,17208
g216063,NAND2xp5_ASAP7_75t_L,core,216,270,28548,31248
g216064,NAND2xp5_ASAP7_75t_R,core,216,270,21798,33138
g216065,NAND2xp5_ASAP7_75t_R,core,216,270,26334,32868
g216066,NOR2xp33_ASAP7_75t_R,core,216,270,16506,8298
g216067,NOR2xp33_ASAP7_75t_R,core,216,270,31248,14238
g216068,NAND2xp5_ASAP7_75t_L,core,216,270,30816,13698
g216069,NAND2xp5_ASAP7_75t_L,core,216,270,13752,10728
g216070,NAND2xp33_ASAP7_75t_R,core,216,270,28008,8298
g216071,NOR2xp33_ASAP7_75t_R,core,216,270,33840,22338
g216072,NAND2xp5_ASAP7_75t_R,core,216,270,26226,31248
g216073,NAND2xp5_ASAP7_75t_R,core,216,270,5652,16668
g216074,NOR2xp33_ASAP7_75t_R,core,216,270,35730,10458
g216075,NAND2xp33_ASAP7_75t_R,core,216,270,36324,12348
g216076,NOR2xp33_ASAP7_75t_R,core,216,270,10944,12348
g216077,NAND2xp5_ASAP7_75t_R,core,216,270,27468,31248
g216078,NAND2xp33_ASAP7_75t_R,core,216,270,8244,29088
g216079,NOR2xp33_ASAP7_75t_L,core,216,270,23634,9648
g216080,NOR2xp33_ASAP7_75t_L,core,216,270,25092,32328
g216081,NOR2xp33_ASAP7_75t_L,core,216,270,11700,10728
g216082,NAND2xp5_ASAP7_75t_R,core,216,270,21312,32868
g216083,NOR2xp33_ASAP7_75t_L,core,216,270,35136,25848
g216084,NAND2xp5_ASAP7_75t_L,core,216,270,24282,32058
g216085,NOR2xp33_ASAP7_75t_SL,core,216,270,21744,35838
g216086,NOR2xp67_ASAP7_75t_L,core,324,270,31410,15858
g216087,NOR2xp33_ASAP7_75t_R,core,216,270,24390,31788
g216088,NAND2xp5_ASAP7_75t_L,core,216,270,34002,14778
g216089,OR2x2_ASAP7_75t_R,core,324,270,9864,10188
g216090,NOR2xp33_ASAP7_75t_L,core,216,270,10728,27198
g216091,NAND2xp5_ASAP7_75t_SL,core,216,270,4248,16128
g216092,NOR2xp33_ASAP7_75t_L,core,216,270,29250,35028
g216093,OR2x2_ASAP7_75t_L,core,324,270,22878,8568
g216094,NOR3xp33_ASAP7_75t_R,core,270,270,34974,23958
g216095,NOR2xp33_ASAP7_75t_SL,core,216,270,8244,12348
g216096,NAND2xp33_ASAP7_75t_R,core,216,270,10242,9378
g216097,NAND2xp5_ASAP7_75t_L,core,216,270,34650,10998
g216098,NAND2xp33_ASAP7_75t_R,core,216,270,31248,12348
g216099,NOR2xp33_ASAP7_75t_R,core,216,270,11808,35298
g216100,NAND2xp5_ASAP7_75t_L,core,216,270,26388,30708
g216101,NAND2xp5_ASAP7_75t_SL,core,216,270,6678,16128
g216102,NAND2xp5_ASAP7_75t_R,core,216,270,15210,36918
g216103,NAND2xp33_ASAP7_75t_R,core,216,270,9648,13158
g216104,NOR2xp33_ASAP7_75t_SL,core,216,270,38754,18018
g216105,NOR2x1_ASAP7_75t_L,core,324,270,30384,15858
g216106,NAND2xp5_ASAP7_75t_L,core,216,270,34056,22608
g216107,NAND2xp5_ASAP7_75t_L,core,216,270,29412,12618
g216108,AND2x2_ASAP7_75t_L,core,324,270,10674,29628
g216109,NOR2xp33_ASAP7_75t_L,core,216,270,22986,4518
g216110,NOR2xp33_ASAP7_75t_SL,core,216,270,9000,30168
g216111,NAND2xp33_ASAP7_75t_R,core,216,270,8730,29088
g216112,NAND2xp5_ASAP7_75t_R,core,216,270,17478,33948
g216113,NAND2xp5_ASAP7_75t_R,core,216,270,28656,25578
g216114,AND2x2_ASAP7_75t_L,core,324,270,39078,23958
g216115,NAND2xp5_ASAP7_75t_L,core,216,270,10080,30438
g216116,NOR2xp33_ASAP7_75t_SL,core,216,270,27846,10188
g216117,NAND2xp5_ASAP7_75t_L,core,216,270,27468,7488
g216118,NOR2x1_ASAP7_75t_L,core,324,270,16938,9648
g216119,NAND2xp5_ASAP7_75t_R,core,216,270,33462,27468
g216120,NOR2xp33_ASAP7_75t_L,core,216,270,30654,31518
g216121,NAND2xp5_ASAP7_75t_R,core,216,270,24012,33138
g216122,NAND2xp5_ASAP7_75t_L,core,216,270,27414,30978
g216123,NAND2xp5_ASAP7_75t_L,core,216,270,33246,27198
g216124,AND2x2_ASAP7_75t_R,core,324,270,21906,8298
g216125,NAND2xp5_ASAP7_75t_R,core,216,270,34758,19908
g216126,NAND2xp5_ASAP7_75t_SL,core,216,270,37620,14238
g216127,NAND2xp5_ASAP7_75t_R,core,216,270,9864,11808
g216128,NAND2xp5_ASAP7_75t_R,core,216,270,10134,12618
g216129,NAND2xp5_ASAP7_75t_L,core,216,270,21906,3438
g216130,NOR2xp67_ASAP7_75t_SL,core,324,270,40536,18558
g216131,AND2x2_ASAP7_75t_L,core,324,270,30654,10998
g216132,NOR2xp33_ASAP7_75t_SL,core,216,270,29142,15588
g216133,NAND2xp5_ASAP7_75t_R,core,216,270,7488,13698
g216134,NAND2xp5_ASAP7_75t_L,core,216,270,8568,14238
g216135,NOR2xp67_ASAP7_75t_L,core,324,270,3492,15858
g216136,NAND2xp5_ASAP7_75t_R,core,216,270,36864,13968
g216137,NAND2xp33_ASAP7_75t_R,core,216,270,37080,13968
g216138,AND2x2_ASAP7_75t_R,core,324,270,24984,7218
g216139,NOR2xp33_ASAP7_75t_L,core,216,270,33624,27198
g216140,NAND2xp5_ASAP7_75t_L,core,216,270,30924,28278
g216141,NOR2xp33_ASAP7_75t_SL,core,216,270,24660,32328
g216142,NOR2xp33_ASAP7_75t_SL,core,216,270,30816,13968
g216143,NAND2xp5_ASAP7_75t_R,core,216,270,30600,18558
g216144,NAND2xp5_ASAP7_75t_R,core,216,270,35082,15048
g216145,NOR2xp33_ASAP7_75t_R,core,216,270,30600,12888
g216146,NOR2xp33_ASAP7_75t_L,core,216,270,21528,4518
g216147,NOR2xp33_ASAP7_75t_R,core,216,270,34704,18828
g216148,NOR2x1_ASAP7_75t_L,core,324,270,32760,19638
g216149,NOR2x1_ASAP7_75t_L,core,324,270,23202,7218
g216150,NAND2xp5_ASAP7_75t_R,core,216,270,27576,7218
g216151,NOR2xp33_ASAP7_75t_L,core,216,270,16938,35568
g216152,NAND2xp5_ASAP7_75t_R,core,216,270,14454,7758
g216153,NOR2x1_ASAP7_75t_R,core,324,270,16722,6678
g216154,NAND2xp5_ASAP7_75t_L,core,216,270,8352,14508
g216155,NAND2xp5_ASAP7_75t_L,core,216,270,27684,8028
g216156,NAND2xp5_ASAP7_75t_L,core,216,270,10350,30168
g216157,NAND2xp5_ASAP7_75t_L,core,216,270,9486,30438
g216158,NOR2xp67_ASAP7_75t_R,core,324,270,7056,13428
g216159,NAND2xp5_ASAP7_75t_SL,core,216,270,6732,14778
g216160,NAND2xp5_ASAP7_75t_R,core,216,270,29844,21258
g216161,NAND2xp5_ASAP7_75t_R,core,216,270,37458,18288
g216162,NAND2xp33_ASAP7_75t_R,core,216,270,18288,37458
g216163,NOR2xp33_ASAP7_75t_L,core,216,270,18720,35568
g216164,AND2x2_ASAP7_75t_SL,core,324,270,11970,13698
g216165,NAND2xp5_ASAP7_75t_R,core,216,270,21906,3708
g216166,NAND2xp5_ASAP7_75t_L,core,216,270,18072,35298
g216167,NAND2xp5_ASAP7_75t_R,core,216,270,21420,3978
g216168,NAND2xp5_ASAP7_75t_L,core,216,270,34542,20178
g216169,NOR2xp33_ASAP7_75t_L,core,216,270,34056,19908
g216170,NOR2xp33_ASAP7_75t_L,core,216,270,36810,20178
g216171,NAND2xp5_ASAP7_75t_R,core,216,270,16722,36108
g216172,NAND2xp5_ASAP7_75t_R,core,216,270,29952,28548
g216173,NAND2xp5_ASAP7_75t_R,core,216,270,13914,34488
g216174,NOR2xp33_ASAP7_75t_L,core,216,270,9702,32328
g216175,NAND2xp5_ASAP7_75t_R,core,216,270,7704,13428
g216176,NAND2xp5_ASAP7_75t_R,core,216,270,18774,37998
g216177,NAND2xp5_ASAP7_75t_R,core,216,270,25146,8838
g216178,NAND2xp5_ASAP7_75t_L,core,216,270,38700,23958
g216179,NAND2xp5_ASAP7_75t_R,core,216,270,15804,36918
g216180,NOR2x1_ASAP7_75t_R,core,324,270,11862,9648
g216181,NOR2xp33_ASAP7_75t_L,core,216,270,26928,10188
g216182,NOR2xp33_ASAP7_75t_R,core,216,270,35622,24768
g216183,NOR2xp33_ASAP7_75t_L,core,216,270,37458,16398
g216184,NOR2xp33_ASAP7_75t_R,core,216,270,39780,18828
g216185,NAND2xp5_ASAP7_75t_R,core,216,270,10296,29088
g216186,NAND2xp5_ASAP7_75t_R,core,216,270,13320,34488
g216187,NAND2xp5_ASAP7_75t_SL,core,216,270,37458,12888
g216188,NOR2xp33_ASAP7_75t_R,core,216,270,36378,15048
g216189,NOR2xp33_ASAP7_75t_R,core,216,270,39348,16938
g216190,NOR2xp33_ASAP7_75t_L,core,216,270,37134,16128
g216191,NOR2xp33_ASAP7_75t_SL,core,216,270,37026,20448
g216192,NOR2xp33_ASAP7_75t_L,core,216,270,36000,19638
g216193,NAND2xp33_ASAP7_75t_R,core,216,270,35892,14238
g216194,NOR2xp33_ASAP7_75t_R,core,216,270,8892,28008
g216195,AND2x2_ASAP7_75t_L,core,324,270,24498,34218
g216196,AND2x2_ASAP7_75t_L,core,324,270,14076,8838
g216197,NOR2xp33_ASAP7_75t_SL,core,216,270,32814,13428
g216198,NAND2xp5_ASAP7_75t_SL,core,216,270,23526,33408
g216199,NAND2xp5_ASAP7_75t_SL,core,216,270,39564,17748
g216200,NOR2xp33_ASAP7_75t_R,core,216,270,7272,25848
g216201,NOR2xp33_ASAP7_75t_L,core,216,270,4896,15588
g216202,NAND2xp5_ASAP7_75t_L,core,216,270,39078,20448
g216203,NAND2xp5_ASAP7_75t_R,core,216,270,21096,33408
g216204,NOR2x1_ASAP7_75t_L,core,324,270,35676,26118
g216205,NAND2xp5_ASAP7_75t_R,core,216,270,38700,23148
g216206,NOR2xp33_ASAP7_75t_L,core,216,270,29304,11268
g216207,NAND2xp5_ASAP7_75t_SL,core,216,270,28170,33408
g216208,NAND2x1_ASAP7_75t_SL,core,324,270,10944,27738
g216209,NOR2x1_ASAP7_75t_SL,core,324,270,21258,7218
g216210,NOR2xp33_ASAP7_75t_L,core,216,270,21312,5598
g216211,NAND2x1_ASAP7_75t_SL,core,324,270,14724,10188
g216212,NOR2x1_ASAP7_75t_L,core,324,270,29034,10458
g216213,AND2x2_ASAP7_75t_SL,core,324,270,35190,23418
g216214,NOR2x1_ASAP7_75t_L,core,324,270,9918,30708
g216215,AND2x2_ASAP7_75t_L,core,324,270,31788,27468
g216216,NOR2x1_ASAP7_75t_L,core,324,270,26064,6138
g216217,AND2x2_ASAP7_75t_SL,core,324,270,6516,17478
g216218,NAND2xp5_ASAP7_75t_L,core,216,270,24606,33138
g216219,NAND2x1_ASAP7_75t_SL,core,324,270,28008,25848
g216220,AND2x2_ASAP7_75t_SL,core,324,270,24066,9648
g216221,NAND2xp5_ASAP7_75t_SL,core,216,270,10674,33138
g216222,NAND2xp5_ASAP7_75t_L,core,216,270,17910,5328
g216223,NAND2xp5_ASAP7_75t_SL,core,216,270,37026,12618
g216224,NAND2xp5_ASAP7_75t_SL,core,216,270,36864,18288
g216225,OR2x2_ASAP7_75t_SL,core,324,270,30978,32328
g216226,NOR2x1_ASAP7_75t_L,core,324,270,15048,35028
g216227,NAND2xp5_ASAP7_75t_SL,core,216,270,17100,38268
g216228,AND2x2_ASAP7_75t_SL,core,324,270,6624,26118
g216229,NAND2x1_ASAP7_75t_SL,core,324,270,29466,10728
g216230,AND2x4_ASAP7_75t_SL,core,540,270,36972,21528
g216231,NAND2xp5_ASAP7_75t_SL,core,216,270,18504,6948
g216232,NAND2x1p5_ASAP7_75t_L,core,432,270,5274,17748
g216233,NAND2xp5_ASAP7_75t_SL,core,216,270,34326,26118
g216234,OR2x2_ASAP7_75t_SL,core,324,270,10026,33948
g216235,NAND2x1_ASAP7_75t_SL,core,324,270,27252,15048
g216236,NAND2x1p5_ASAP7_75t_SL,core,432,270,10080,35028
g216237,AND2x2_ASAP7_75t_SL,core,324,270,27198,33678
g216238,NOR2x1p5_ASAP7_75t_SL,core,432,270,37512,21528
g216239,NAND2x1_ASAP7_75t_SL,core,324,270,17856,5058
g216240,NOR2x2_ASAP7_75t_SL,core,540,270,25470,35838
g216241,OR2x2_ASAP7_75t_SL,core,324,270,14832,5868
g216242,OR2x2_ASAP7_75t_SL,core,324,270,16290,38268
g216243,AND2x2_ASAP7_75t_SL,core,324,270,26172,5868
g216244,AND2x2_ASAP7_75t_SL,core,324,270,28008,27468
g216245,NAND2x1p5_ASAP7_75t_SL,core,432,270,27900,6138
g216246,NAND2x1_ASAP7_75t_SL,core,324,270,9216,12618
g216247,AND2x4_ASAP7_75t_SL,core,540,270,34866,13158
g216248,OR2x2_ASAP7_75t_SL,core,324,270,9432,13428
g216249,AND2x4_ASAP7_75t_L,core,540,270,32490,25308
g216250,AND2x2_ASAP7_75t_SL,core,324,270,30492,30438
g216251,NOR2x1_ASAP7_75t_SL,core,324,270,30654,22338
g216252,NAND2x1_ASAP7_75t_SL,core,324,270,14508,5868
g216253,OR2x2_ASAP7_75t_SL,core,324,270,34380,26388
g216254,AND2x4_ASAP7_75t_SL,core,540,270,32544,10188
g216255,NAND2x1_ASAP7_75t_SL,core,324,270,5652,15858
g216256,AND2x2_ASAP7_75t_SL,core,324,270,33084,22878
g216257,INVxp67_ASAP7_75t_R,core,162,270,14940,7758
g216258,INVxp67_ASAP7_75t_R,core,162,270,31734,14778
g216259,INVxp33_ASAP7_75t_R,core,162,270,35892,15858
g216260,INVxp33_ASAP7_75t_R,core,162,270,26982,33948
g216261,INVxp67_ASAP7_75t_L,core,162,270,29088,7758
g216262,INVxp33_ASAP7_75t_R,core,162,270,5706,17748
g216264,INVxp67_ASAP7_75t_R,core,162,270,8514,11538
g216265,INVxp33_ASAP7_75t_R,core,162,270,12996,10998
g216266,INVxp67_ASAP7_75t_R,core,162,270,14616,8028
g216267,INVxp33_ASAP7_75t_R,core,162,270,33300,28278
g216268,INVxp33_ASAP7_75t_R,core,162,270,30924,18288
g216269,INVxp33_ASAP7_75t_R,core,162,270,4950,15318
g216270,INVxp67_ASAP7_75t_L,core,162,270,7110,18558
g216271,INVxp33_ASAP7_75t_R,core,162,270,30546,33138
g216272,INVxp33_ASAP7_75t_R,core,162,270,16830,7218
g216274,INVxp33_ASAP7_75t_R,core,162,270,33354,22608
g216275,INVxp33_ASAP7_75t_R,core,162,270,9216,9648
g216276,INVxp33_ASAP7_75t_R,core,162,270,39618,20718
g216277,INVxp33_ASAP7_75t_R,core,162,270,15858,8838
g216278,INVxp67_ASAP7_75t_L,core,162,270,38592,23418
g216279,INVxp67_ASAP7_75t_R,core,162,270,7920,18288
g216280,INVxp67_ASAP7_75t_L,core,162,270,30708,33948
g216281,INVxp67_ASAP7_75t_SL,core,162,270,14670,6408
g216282,INVxp67_ASAP7_75t_L,core,162,270,20664,8028
g216283,INVxp67_ASAP7_75t_R,core,162,270,25848,33138
g216284,INVxp67_ASAP7_75t_L,core,162,270,15210,11538
g216285,INVxp33_ASAP7_75t_R,core,162,270,17262,37458
g216287,INVxp67_ASAP7_75t_R,core,162,270,11646,25308
g216288,INVxp33_ASAP7_75t_R,core,162,270,28872,6948
g216289,INVxp33_ASAP7_75t_R,core,162,270,6084,16668
g216290,INVxp33_ASAP7_75t_R,core,162,270,9108,30438
g216291,INVxp67_ASAP7_75t_R,core,162,270,31248,10458
g216292,INVxp67_ASAP7_75t_L,core,162,270,31680,11268
g216293,INVxp67_ASAP7_75t_R,core,162,270,12780,35298
g216294,INVxp67_ASAP7_75t_R,core,162,270,29574,30978
g216295,INVxp33_ASAP7_75t_R,core,162,270,22500,5868
g216296,INVxp67_ASAP7_75t_L,core,162,270,12942,9108
g216297,INVxp33_ASAP7_75t_R,core,162,270,9162,10458
g216298,INVxp33_ASAP7_75t_R,core,162,270,37188,13428
g216299,INVxp33_ASAP7_75t_R,core,162,270,17100,10458
g216300,INVxp67_ASAP7_75t_R,core,162,270,21312,34218
g216301,INVxp67_ASAP7_75t_R,core,162,270,31032,17478
g216302,INVxp33_ASAP7_75t_R,core,162,270,30708,29088
g216304,INVxp67_ASAP7_75t_L,core,162,270,22014,34488
g216305,INVxp33_ASAP7_75t_R,core,162,270,35460,23148
g216306,INVxp33_ASAP7_75t_R,core,162,270,10836,30168
g216307,INVxp67_ASAP7_75t_SL,core,162,270,24984,8298
g216309,INVxp67_ASAP7_75t_L,core,162,270,20502,33678
g216310,INVxp67_ASAP7_75t_R,core,162,270,10728,26658
g216311,INVxp67_ASAP7_75t_L,core,162,270,9702,9378
g216313,INVxp33_ASAP7_75t_R,core,162,270,16506,9378
g216314,INVxp33_ASAP7_75t_R,core,162,270,34164,18558
g216315,INVxp67_ASAP7_75t_R,core,162,270,37890,27198
g216316,INVxp67_ASAP7_75t_R,core,162,270,19422,6948
g216317,INVxp67_ASAP7_75t_R,core,162,270,21582,31788
g216318,INVx1_ASAP7_75t_L,core,162,270,29142,28818
g216319,INVxp67_ASAP7_75t_L,core,162,270,6516,27738
g216320,INVxp67_ASAP7_75t_R,core,162,270,30708,13428
g216321,INVxp33_ASAP7_75t_R,core,162,270,10296,30978
g216323,INVx1_ASAP7_75t_SL,core,162,270,18396,4788
g216325,INVxp67_ASAP7_75t_R,core,162,270,16722,37458
g216326,INVxp67_ASAP7_75t_L,core,162,270,33300,28008
g216327,INVxp67_ASAP7_75t_L,core,162,270,32166,18828
g216329,INVx1_ASAP7_75t_SL,core,162,270,31950,31248
g216330,INVxp33_ASAP7_75t_R,core,162,270,33840,12348
g216331,INVxp67_ASAP7_75t_L,core,162,270,28440,7218
g216332,INVxp67_ASAP7_75t_R,core,162,270,13212,10458
g216333,INVxp67_ASAP7_75t_R,core,162,270,23742,6408
g216334,INVxp67_ASAP7_75t_SL,core,162,270,19800,7218
g216335,INVxp33_ASAP7_75t_R,core,162,270,26928,8838
g216336,INVxp33_ASAP7_75t_R,core,162,270,10890,10458
g216337,INVxp67_ASAP7_75t_R,core,162,270,32868,24228
g216338,INVxp67_ASAP7_75t_L,core,162,270,37782,24228
g216339,INVxp33_ASAP7_75t_R,core,162,270,28818,12618
g216340,INVxp33_ASAP7_75t_R,core,162,270,31950,13428
g216341,INVxp67_ASAP7_75t_SL,core,162,270,29088,9918
g216342,INVx1_ASAP7_75t_L,core,162,270,11160,34218
g216343,INVxp33_ASAP7_75t_R,core,162,270,21852,4248
g216344,INVxp67_ASAP7_75t_R,core,162,270,35730,22878
g216345,INVxp33_ASAP7_75t_R,core,162,270,29412,34218
g216346,INVx1_ASAP7_75t_L,core,162,270,37458,12618
g216347,INVxp33_ASAP7_75t_R,core,162,270,33462,27198
g216348,INVxp67_ASAP7_75t_R,core,162,270,31032,13968
g216350,INVxp33_ASAP7_75t_R,core,162,270,12240,9378
g216352,INVxp67_ASAP7_75t_R,core,162,270,11214,29358
g216354,INVxp67_ASAP7_75t_R,core,162,270,28062,30978
g216355,INVxp67_ASAP7_75t_R,core,162,270,24930,33678
g216356,INVxp67_ASAP7_75t_L,core,162,270,38430,17478
g216357,INVxp67_ASAP7_75t_R,core,162,270,23040,33408
g216358,INVxp67_ASAP7_75t_R,core,162,270,23310,34758
g216359,INVxp67_ASAP7_75t_R,core,162,270,17262,9648
g216360,INVxp67_ASAP7_75t_R,core,162,270,19530,37188
g216361,INVxp67_ASAP7_75t_R,core,162,270,37890,16398
g216363,INVx1_ASAP7_75t_L,core,162,270,29196,14778
g216364,INVx1_ASAP7_75t_SL,core,162,270,5112,17748
g216365,INVx1_ASAP7_75t_L,core,162,270,13752,30978
g216366,INVxp33_ASAP7_75t_R,core,162,270,7326,14778
g216367,INVx1_ASAP7_75t_L,core,162,270,32382,10998
g216369,INVx1_ASAP7_75t_L,core,162,270,7434,28008
g216371,INVxp67_ASAP7_75t_R,core,162,270,35028,10458
g216372,INVx1_ASAP7_75t_SL,core,162,270,38700,25578
g216373,INVx1_ASAP7_75t_L,core,162,270,9000,9378
g216375,INVxp67_ASAP7_75t_L,core,162,270,21906,6678
g216376,INVxp33_ASAP7_75t_R,core,162,270,27036,30438
g216377,INVx1_ASAP7_75t_L,core,162,270,19260,33948
g216378,INVxp67_ASAP7_75t_R,core,162,270,10512,8838
g216379,INVxp33_ASAP7_75t_L,core,162,270,8028,28548
g216381,INVx1_ASAP7_75t_L,core,162,270,31680,33138
g216382,INVx1_ASAP7_75t_L,core,162,270,33192,19368
g216383,INVx1_ASAP7_75t_L,core,162,270,21852,32328
g216384,INVxp67_ASAP7_75t_L,core,162,270,31788,32058
g216385,INVx1_ASAP7_75t_SL,core,162,270,5274,19368
g216388,INVx1_ASAP7_75t_R,core,162,270,36270,26388
g216389,INVxp67_ASAP7_75t_R,core,162,270,17532,8298
g216390,INVx1_ASAP7_75t_R,core,162,270,7758,26928
g216391,INVx1_ASAP7_75t_SL,core,162,270,20880,33948
g216392,INVx2_ASAP7_75t_R,core,216,270,9054,27738
g216393,OAI21xp33_ASAP7_75t_L,core,270,270,31194,30978
g216394,NAND2xp33_ASAP7_75t_R,core,216,270,37458,11268
g216395,AOI22xp33_ASAP7_75t_SL,core,324,270,7272,15318
g216396,NAND2xp33_ASAP7_75t_R,core,216,270,6516,28548
g216397,AOI22xp33_ASAP7_75t_R,core,324,270,31248,28818
g216398,OAI21xp5_ASAP7_75t_R,core,270,270,22554,33138
g216399,OAI22xp33_ASAP7_75t_R,core,324,270,28980,11808
g216400,AOI22xp33_ASAP7_75t_R,core,324,270,13428,8028
g216401,AOI22xp33_ASAP7_75t_R,core,324,270,9432,9918
g216402,AOI22xp33_ASAP7_75t_R,core,324,270,23364,35298
g216403,OAI22xp33_ASAP7_75t_R,core,324,270,16668,10728
g216404,OR5x1_ASAP7_75t_R,core,432,270,38700,11268
g216405,AOI21xp33_ASAP7_75t_R,core,270,270,35406,26658
g216406,OAI21xp33_ASAP7_75t_R,core,270,270,31464,11538
g216407,OAI21xp33_ASAP7_75t_R,core,270,270,10404,34488
g216408,NAND2xp33_ASAP7_75t_R,core,216,270,6408,17208
g216409,AOI21xp5_ASAP7_75t_R,core,270,270,18450,3978
g216410,OAI21xp33_ASAP7_75t_L,core,270,270,9108,33408
g216411,OAI21xp33_ASAP7_75t_R,core,270,270,3330,16938
g216412,AO21x1_ASAP7_75t_R,core,324,270,34542,23688
g216413,OAI21xp33_ASAP7_75t_R,core,270,270,30708,28548
g216414,AND3x1_ASAP7_75t_R,core,324,270,5004,16668
g216415,OAI21xp33_ASAP7_75t_R,core,270,270,11808,9108
g216416,AOI21xp33_ASAP7_75t_R,core,270,270,10350,33408
g216417,AOI21xp33_ASAP7_75t_R,core,270,270,33300,17748
g216418,AOI21xp33_ASAP7_75t_L,core,270,270,23904,7488
g216419,NAND2xp33_ASAP7_75t_R,core,216,270,8676,11808
g216420,NAND2xp33_ASAP7_75t_R,core,216,270,36108,24228
g216421,OAI21xp33_ASAP7_75t_R,core,270,270,9000,11538
g216422,OAI31xp33_ASAP7_75t_R,core,324,270,8676,12348
g216423,AOI21xp33_ASAP7_75t_R,core,270,270,28602,12078
g216424,NAND2xp33_ASAP7_75t_R,core,216,270,21906,7218
g216425,NAND2xp33_ASAP7_75t_R,core,216,270,10080,26388
g216426,AOI21xp33_ASAP7_75t_R,core,270,270,25470,35568
g216427,OAI21xp33_ASAP7_75t_L,core,270,270,36108,14238
g216428,OAI21xp33_ASAP7_75t_R,core,270,270,5436,13968
g216429,AOI21xp33_ASAP7_75t_R,core,270,270,27954,13428
g216430,AOI21xp33_ASAP7_75t_R,core,270,270,10242,8838
g216431,NAND2xp5_ASAP7_75t_L,core,216,270,31032,24498
g216432,AND2x2_ASAP7_75t_L,core,324,270,14292,10728
g216433,NAND2xp33_ASAP7_75t_R,core,216,270,18558,7488
g216434,AOI21xp33_ASAP7_75t_R,core,270,270,33192,25038
g216435,AOI21xp5_ASAP7_75t_SL,core,270,270,24714,7218
g216436,OA21x2_ASAP7_75t_L,core,378,270,13320,9108
g216437,AOI21xp5_ASAP7_75t_L,core,270,270,27360,12348
g216438,AOI21xp33_ASAP7_75t_R,core,270,270,6138,27468
g216439,AOI21xp33_ASAP7_75t_R,core,270,270,15426,7218
g216440,NAND2xp5_ASAP7_75t_R,core,216,270,28116,15858
g216441,NOR2xp33_ASAP7_75t_R,core,216,270,33786,17478
g216442,NAND2xp33_ASAP7_75t_R,core,216,270,12186,9918
g216443,AOI21xp33_ASAP7_75t_R,core,270,270,34974,22608
g216444,AOI21xp33_ASAP7_75t_L,core,270,270,28278,34218
g216445,OAI21xp33_ASAP7_75t_R,core,270,270,23580,35568
g216446,NAND2xp33_ASAP7_75t_R,core,216,270,37242,18288
g216447,AOI21xp33_ASAP7_75t_R,core,270,270,11808,34218
g216448,OAI21xp33_ASAP7_75t_R,core,270,270,28548,28278
g216449,OAI21xp33_ASAP7_75t_R,core,270,270,30654,19098
g216450,OAI21xp33_ASAP7_75t_R,core,270,270,11052,11808
g216451,AOI21xp33_ASAP7_75t_R,core,270,270,21366,34488
g216452,OAI21xp33_ASAP7_75t_R,core,270,270,26388,8838
